Booking_ID,Pickup_Location,Vehicle_Type,Booking_Status,Booking_Value,Driver_Rating
CNR8002703582,Basavanagudi,Prime Sedan,Canceled by Customer,536,
CNR6674883117,Banashankari,eBike,Success,584,4.1
CNR5143445222,Majestic,Prime Sedan,Canceled by Driver,489,
CNR1337977877,Sahakar Nagar,Mini,Canceled by Driver,423,
CNR8493515473,Marathahalli,Bike,Success,111,3.2
CNR3281075882,Majestic,Mini,Canceled by Driver,119,
CNR1099157760,Yeshwanthpur,Auto,Success,286,3.1
CNR8247107824,BTM Layout,Auto,Success,132,4.4
CNR2323849972,Bannerghatta Road,Prime SUV,Success,2001,3.4
CNR4407180137,Kadugodi,Prime Sedan,Canceled by Customer,150,
CNR5223910623,Rajarajeshwari Nagar,Prime Sedan,Success,132,4.1
CNR1101951001,Vijayanagar,Prime Sedan,Success,781,4.5
CNR9057278041,RT Nagar,Prime Plus,Success,264,3.8
CNR2233006978,BTM Layout,Mini,Driver Not Found,213,
CNR3024979553,Magadi Road,Auto,Success,331,3.1
CNR6889298640,Banashankari,Bike,Driver Not Found,238,
CNR4328793668,Electronic City,Mini,Success,394,3.4
CNR5703566538,Ramamurthy Nagar,Prime SUV,Success,424,4.2
CNR6629133901,Yeshwanthpur,Bike,Success,2867,3.1
CNR4422263876,Rajajinagar,eBike,Success,183,4.1
CNR7852514863,KR Puram,Auto,Success,480,3.3
CNR9208931451,Ulsoor,Auto,Success,295,3.6
CNR6857150861,Sahakar Nagar,Prime SUV,Success,366,4.2
CNR4456868836,Indiranagar,Auto,Canceled by Driver,790,
CNR6183187981,MG Road,Prime Plus,Success,430,5.0
CNR9005412213,Chamarajpet,Prime Sedan,Success,803,4.6
CNR3270421268,KR Puram,Prime Plus,Success,422,3.8
CNR6952552744,Mysore Road,eBike,Success,323,4.0
CNR8109157994,Shantinagar,Auto,Success,104,3.1
CNR7375600345,RT Nagar,Prime Plus,Canceled by Customer,261,
CNR8844337623,Bellandur,Bike,Canceled by Driver,1968,
CNR2447028956,Kengeri,Bike,Success,271,4.6
CNR3612191963,Tumkur Road,Prime SUV,Success,239,4.6
CNR6316175735,Bannerghatta Road,Auto,Success,983,3.0
CNR9165085814,Frazer Town,eBike,Success,468,3.2
CNR9631079744,Hulimavu,Prime SUV,Driver Not Found,1010,
CNR9543170311,Kadugodi,Prime Plus,Success,1768,4.3
CNR4347039479,Bannerghatta Road,Bike,Canceled by Customer,386,
CNR6414311549,Malleshwaram,Prime Sedan,Success,167,4.4
CNR7108935258,Chamarajpet,Mini,Success,925,4.9
CNR9429803168,Marathahalli,Prime SUV,Success,374,4.8
CNR1382382462,Kadugodi,Prime Plus,Canceled by Driver,186,
CNR5281288985,Indiranagar,Bike,Driver Not Found,2508,
CNR3726450111,Kengeri,Auto,Driver Not Found,150,
CNR6042486256,JP Nagar,Prime Plus,Success,956,3.1
CNR9336776444,Mysore Road,Prime SUV,Canceled by Customer,425,
CNR6506364775,Kengeri,Prime Plus,Success,489,3.4
CNR2478869305,BTM Layout,Prime Plus,Success,380,3.3
CNR9486021301,Basavanagudi,Auto,Success,644,3.6
CNR4385088105,Richmond Town,Prime Plus,Success,131,4.3
CNR6262014659,Basavanagudi,Prime Plus,Success,258,3.6
CNR5692174546,Malleshwaram,Bike,Canceled by Customer,319,
CNR9561028656,Yelahanka,Prime SUV,Success,114,3.6
CNR8179322517,Padmanabhanagar,Prime Plus,Success,212,3.1
CNR8773342842,Peenya,Prime Plus,Driver Not Found,1400,
CNR9897141665,KR Puram,eBike,Driver Not Found,538,
CNR1348439943,Yelahanka,Auto,Canceled by Customer,379,
CNR7406504493,Rajarajeshwari Nagar,Bike,Success,695,3.0
CNR9628125189,Ramamurthy Nagar,Prime Plus,Success,903,3.4
CNR8349307558,Sahakar Nagar,Mini,Canceled by Driver,147,
CNR1482913211,Shantinagar,Prime SUV,Success,725,3.2
CNR2898114597,Malleshwaram,Prime Plus,Success,1260,3.6
CNR1968103988,Sarjapur Road,Mini,Driver Not Found,596,
CNR5811626841,Bannerghatta Road,Prime Plus,Success,400,3.1
CNR9146798477,Koramangala,Auto,Success,510,4.3
CNR5857683628,Kammanahalli,eBike,Canceled by Driver,268,
CNR9001403804,KR Puram,Prime Plus,Success,273,4.6
CNR9198855317,Ramamurthy Nagar,Prime Plus,Driver Not Found,252,
CNR9856230931,Rajajinagar,Prime Sedan,Success,673,4.6
CNR7181785091,Basavanagudi,Auto,Canceled by Driver,582,
CNR8351532526,Jayanagar,Bike,Canceled by Customer,888,
CNR7748898380,Frazer Town,eBike,Success,475,3.7
CNR7313169111,Varthur,Prime Plus,Success,211,3.7
CNR1560277484,Majestic,Mini,Success,192,3.6
CNR5804648827,Basavanagudi,eBike,Canceled by Driver,464,
CNR9033658613,Jayanagar,eBike,Success,535,3.9
CNR4150663001,Electronic City,Mini,Success,478,3.1
CNR7823429171,Sahakar Nagar,Prime SUV,Success,206,4.3
CNR2382474160,Sarjapur Road,Bike,Success,347,3.9
CNR9609025619,Hosur Road,Bike,Success,156,4.4
CNR9372164326,JP Nagar,Auto,Canceled by Driver,369,
CNR4227323419,Chickpet,Bike,Success,476,3.2
CNR9122841540,Tumkur Road,eBike,Canceled by Driver,921,
CNR1433734325,Magadi Road,Auto,Canceled by Driver,276,
CNR9420199463,Shivajinagar,Prime Plus,Driver Not Found,362,
CNR4097856206,Peenya,Bike,Success,1617,4.8
CNR9291086321,Bannerghatta Road,Mini,Driver Not Found,864,
CNR7448760518,Yelahanka,Auto,Success,384,4.4
CNR4056478586,Kammanahalli,Prime Plus,Canceled by Driver,332,
CNR9904672604,Peenya,Prime Sedan,Canceled by Driver,733,
CNR3701174917,Koramangala,eBike,Canceled by Driver,226,
CNR6960018937,Varthur,Prime Plus,Canceled by Driver,486,
CNR8312604258,HSR Layout,Prime Plus,Success,386,4.7
CNR8853825628,Hosur Road,Prime Sedan,Driver Not Found,1722,
CNR3807071293,Shantinagar,Auto,Success,250,4.3
CNR9676573410,Chamarajpet,Prime SUV,Canceled by Customer,237,
CNR5729586011,Bellandur,Prime Plus,Success,493,4.9
CNR2262268259,Nagarbhavi,Bike,Success,338,4.0
CNR4864705862,Tumkur Road,Prime Plus,Canceled by Driver,609,
CNR8408929455,Koramangala,Mini,Driver Not Found,470,
CNR6743731352,Frazer Town,Bike,Canceled by Customer,579,
CNR2251806930,Kadugodi,eBike,Success,198,3.1
CNR2938148090,Koramangala,Prime Sedan,Canceled by Customer,105,
CNR9008051744,Koramangala,eBike,Driver Not Found,569,
CNR8075042097,Peenya,Prime Sedan,Success,219,3.2
CNR6517552609,JP Nagar,Bike,Canceled by Driver,130,
CNR9626682764,Malleshwaram,Prime SUV,Success,153,4.6
CNR8223757576,BTM Layout,Auto,Success,164,3.6
CNR4171627388,Sarjapur Road,Mini,Success,468,4.8
CNR2838025369,Yelahanka,Prime Sedan,Canceled by Driver,326,
CNR7427292297,Hosur Road,Bike,Success,161,4.2
CNR3287311045,Tumkur Road,Prime Sedan,Success,888,3.0
CNR7156313009,Richmond Town,Prime Plus,Canceled by Customer,150,
CNR7477352654,Kengeri,Prime Sedan,Success,338,4.6
CNR5949341137,Tumkur Road,Mini,Success,225,3.6
CNR7657829615,Mysore Road,Prime Plus,Success,417,3.9
CNR5180580216,MG Road,eBike,Driver Not Found,387,
CNR6082183126,Chamarajpet,Bike,Success,522,4.2
CNR7421872066,Malleshwaram,Prime Sedan,Success,308,3.2
CNR8850985744,Jayanagar,Prime Sedan,Success,314,4.0
CNR9529956771,Tumkur Road,Bike,Success,136,3.5
CNR4562441727,Marathahalli,Prime SUV,Success,219,4.4
CNR7821169524,Langford Town,Prime SUV,Canceled by Driver,2940,
CNR3322395831,BTM Layout,Prime Plus,Success,290,3.4
CNR2852372874,Cox Town,Prime SUV,Success,126,4.6
CNR2318291877,Yelahanka,Auto,Canceled by Driver,372,
CNR4958903096,Jayanagar,Prime Plus,Canceled by Driver,642,
CNR3986077702,Jayanagar,Auto,Driver Not Found,246,
CNR4650893738,Tumkur Road,Prime Plus,Driver Not Found,879,
CNR8253841424,Ulsoor,Prime Sedan,Canceled by Driver,477,
CNR8881768620,Cox Town,Prime SUV,Canceled by Driver,184,
CNR2392191213,Hennur,eBike,Success,105,3.3
CNR1177770882,Kadugodi,eBike,Canceled by Driver,450,
CNR5581039254,Shantinagar,Auto,Success,716,4.3
CNR2989512591,KR Puram,Prime Sedan,Success,2266,3.3
CNR5604615231,Richmond Town,Prime Plus,Success,414,3.7
CNR8727664902,Chamarajpet,Prime Sedan,Success,432,3.4
CNR8981610202,Chickpet,Prime SUV,Success,287,3.9
CNR5802334773,Varthur,Auto,Success,343,3.7
CNR2657591428,BTM Layout,eBike,Success,198,3.7
CNR1441803043,Yeshwanthpur,Prime SUV,Canceled by Driver,654,
CNR8205186283,RT Nagar,Prime Plus,Success,2467,3.1
CNR7868739672,MG Road,Auto,Canceled by Driver,767,
CNR6581862748,Chickpet,Mini,Success,297,3.2
CNR8418782425,Kammanahalli,Bike,Success,1595,4.7
CNR7465981521,BTM Layout,Prime Sedan,Canceled by Driver,200,
CNR2388775306,Indiranagar,Prime Sedan,Canceled by Customer,818,
CNR2111262104,Sarjapur Road,eBike,Success,359,4.2
CNR2876561748,JP Nagar,Bike,Success,197,4.9
CNR4489960132,Rajarajeshwari Nagar,Mini,Driver Not Found,173,
CNR9349278268,Frazer Town,Prime Sedan,Success,143,4.9
CNR4746077403,Sahakar Nagar,Mini,Canceled by Driver,2103,
CNR2941301883,RT Nagar,Prime Plus,Success,1975,3.4
CNR1209956700,Kammanahalli,Prime Plus,Success,397,4.5
CNR9048507986,Hulimavu,Prime Plus,Success,412,4.8
CNR5125184654,Richmond Town,Auto,Success,493,3.3
CNR4828525366,Hosur Road,Prime Sedan,Success,705,3.0
CNR7418941402,BTM Layout,eBike,Success,189,4.0
CNR4256716964,Tumkur Road,Auto,Canceled by Driver,359,
CNR3430272849,Yelahanka,Prime SUV,Canceled by Customer,462,
CNR7897965716,JP Nagar,Prime Sedan,Success,709,4.1
CNR5204704147,Banashankari,Bike,Success,624,5.0
CNR3588016801,Basavanagudi,Auto,Success,277,3.9
CNR4240719088,Hulimavu,eBike,Success,928,3.3
CNR3086668880,Padmanabhanagar,Mini,Success,369,3.9
CNR9508494253,Marathahalli,Prime Plus,Canceled by Customer,375,
CNR8088771650,Richmond Town,Auto,Success,473,4.4
CNR3712335864,HSR Layout,Prime SUV,Success,354,4.8
CNR9363173629,KR Puram,Mini,Success,803,3.4
CNR6211698787,Electronic City,Bike,Success,351,4.5
CNR5945424200,Kadugodi,Prime Sedan,Success,657,4.1
CNR7269931968,RT Nagar,Prime Plus,Success,233,3.9
CNR7762633680,Ramamurthy Nagar,Prime Plus,Driver Not Found,833,
CNR5038968461,Hennur,Auto,Success,1339,3.3
CNR4684246780,Magadi Road,Auto,Success,473,4.6
CNR4362318810,Banashankari,Mini,Driver Not Found,405,
CNR5804880950,Majestic,Prime Sedan,Canceled by Customer,372,
CNR3028665053,Hebbal,Auto,Success,519,4.1
CNR4867433391,Bannerghatta Road,Prime Plus,Success,190,4.7
CNR5422612499,Cox Town,Mini,Canceled by Customer,489,
CNR4212780396,Majestic,Mini,Success,896,3.1
CNR1379026478,Sarjapur Road,Prime Sedan,Success,148,4.6
CNR9320585753,Varthur,Mini,Driver Not Found,317,
CNR6775730007,Hebbal,Auto,Success,170,3.8
CNR3107025317,Langford Town,Bike,Canceled by Customer,489,
CNR3552167666,JP Nagar,eBike,Canceled by Driver,842,
CNR5959818230,Langford Town,Prime Plus,Driver Not Found,284,
CNR5820184048,RT Nagar,Auto,Canceled by Customer,232,
CNR7615355773,Mysore Road,Mini,Success,101,3.2
CNR3168741539,Jayanagar,Mini,Success,182,3.5
CNR3642985833,RT Nagar,eBike,Canceled by Customer,332,
CNR4021898849,Frazer Town,Mini,Success,224,3.6
CNR2518369653,Hulimavu,Bike,Canceled by Customer,2548,
CNR7152431646,Kammanahalli,Auto,Success,466,4.1
CNR7665881605,Whitefield,Mini,Canceled by Driver,185,
CNR1353462114,Langford Town,Prime Sedan,Success,132,4.9
CNR3699747358,Yeshwanthpur,Bike,Success,398,3.2
CNR8091226965,Bellandur,Mini,Success,413,4.2
CNR1770370816,Jayanagar,Auto,Success,604,3.3
CNR5978471967,Koramangala,Auto,Canceled by Customer,802,
CNR4077495879,Rajarajeshwari Nagar,Prime Plus,Success,431,4.6
CNR2660303765,Electronic City,Bike,Canceled by Customer,198,
CNR4950938270,Chickpet,Prime Plus,Canceled by Customer,2604,
CNR3298129116,Shantinagar,Prime Sedan,Canceled by Driver,1017,
CNR5213251374,Hennur,Auto,Success,211,4.0
CNR8136516966,Kengeri,Prime SUV,Success,281,3.3
CNR5606183987,Marathahalli,Prime Sedan,Canceled by Driver,1649,
CNR3788260202,Magadi Road,Prime Plus,Success,323,5.0
CNR5303340498,Langford Town,Auto,Canceled by Customer,314,
CNR4448276113,Tumkur Road,Prime SUV,Success,199,3.1
CNR7244316890,Yelahanka,Prime SUV,Success,107,3.5
CNR2785393548,Indiranagar,eBike,Success,306,4.1
CNR6734624588,Peenya,Mini,Driver Not Found,776,
CNR5501974461,Vijayanagar,Prime Plus,Success,233,3.0
CNR5035730167,Whitefield,Bike,Success,360,3.7
CNR4518762668,Nagarbhavi,Prime Plus,Success,520,4.9
CNR2820756942,Bellandur,Prime SUV,Success,491,4.5
CNR3719751078,Kammanahalli,Prime Sedan,Success,249,3.8
CNR6395525013,Tumkur Road,Prime SUV,Canceled by Customer,2042,
CNR2718455786,MG Road,Prime SUV,Canceled by Driver,1101,
CNR2357022153,Malleshwaram,Prime Plus,Success,341,3.1
CNR6711716117,Bellandur,Prime Plus,Canceled by Customer,456,
CNR1550485091,RT Nagar,Auto,Success,306,3.3
CNR6809459521,Richmond Town,Prime Plus,Canceled by Driver,287,
CNR9501206736,Chickpet,eBike,Driver Not Found,972,
CNR8119233405,Rajarajeshwari Nagar,Bike,Success,599,4.4
CNR5155280826,RT Nagar,eBike,Success,395,4.1
CNR3199034625,Hebbal,Prime Sedan,Success,219,4.3
CNR6171660824,Rajajinagar,Mini,Canceled by Driver,480,
CNR8020460132,Hosur Road,Bike,Success,295,4.3
CNR4901959415,HSR Layout,Mini,Success,234,4.0
CNR5363606404,HSR Layout,Mini,Driver Not Found,1282,
CNR7392762295,Malleshwaram,eBike,Success,107,4.4
CNR4631955185,Bannerghatta Road,Prime Sedan,Success,398,3.3
CNR7604192672,Hebbal,Prime SUV,Canceled by Driver,346,
CNR7651456465,Hennur,Mini,Success,463,3.2
CNR6816531454,Magadi Road,Prime Sedan,Success,635,3.4
CNR9333301820,Basavanagudi,Mini,Success,338,3.7
CNR2318791096,Kammanahalli,Prime Plus,Success,1429,4.7
CNR4471073643,Hennur,eBike,Driver Not Found,359,
CNR4098242028,Yelahanka,Prime Sedan,Canceled by Driver,623,
CNR7343799293,Rajarajeshwari Nagar,Prime Plus,Success,487,4.6
CNR6610359552,Sarjapur Road,eBike,Success,113,3.1
CNR9909446344,Ramamurthy Nagar,Prime Sedan,Success,527,3.1
CNR5981241712,Magadi Road,Auto,Success,2360,3.4
CNR5583817089,Hosur Road,Mini,Success,388,4.9
CNR5146879022,Majestic,Bike,Canceled by Customer,730,
CNR2586970539,Yeshwanthpur,Bike,Success,361,3.3
CNR2433101703,JP Nagar,Bike,Success,289,4.2
CNR3072446898,Malleshwaram,Prime Sedan,Canceled by Driver,464,
CNR1790751634,Jayanagar,eBike,Success,220,3.1
CNR5274882008,Devanahalli,Mini,Success,393,3.3
CNR6489623840,Ramamurthy Nagar,eBike,Success,387,3.8
CNR1760116170,Sahakar Nagar,Prime Sedan,Canceled by Driver,868,
CNR7088474564,Ulsoor,Prime Sedan,Canceled by Driver,1903,
CNR6357233736,Richmond Town,Auto,Success,498,4.9
CNR9771214422,Frazer Town,Mini,Success,777,4.8
CNR3215271760,Hebbal,Prime SUV,Success,1584,3.9
CNR1818466282,Indiranagar,Prime SUV,Success,242,3.2
CNR7886637082,Padmanabhanagar,Prime Sedan,Driver Not Found,378,
CNR5509304586,Indiranagar,Prime SUV,Canceled by Customer,436,
CNR4534851427,KR Puram,eBike,Success,458,4.5
CNR3274218492,MG Road,Prime Plus,Driver Not Found,464,
CNR6776533122,Sahakar Nagar,Prime Sedan,Success,717,4.1
CNR8982319419,Mysore Road,Prime SUV,Success,109,3.7
CNR5655381695,KR Puram,eBike,Success,340,4.6
CNR8528246335,HSR Layout,Prime SUV,Driver Not Found,1856,
CNR6411267574,Marathahalli,eBike,Success,655,4.5
CNR6792260260,Hennur,Prime Sedan,Driver Not Found,131,
CNR8589522032,Whitefield,Bike,Success,848,3.6
CNR7814379225,Peenya,Prime Sedan,Canceled by Customer,226,
CNR9917202160,KR Puram,Prime Sedan,Success,412,4.4
CNR8077543255,Richmond Town,Prime Sedan,Success,1197,3.9
CNR9803785418,KR Puram,Bike,Canceled by Customer,350,
CNR6817064338,Hosur Road,Prime Sedan,Driver Not Found,465,
CNR4740678983,Chickpet,Prime Sedan,Canceled by Driver,1894,
CNR1600389606,Tumkur Road,Mini,Success,356,3.5
CNR8114483346,Kengeri,Mini,Success,472,4.0
CNR3426325185,Frazer Town,Prime Sedan,Success,753,3.1
CNR1807981091,JP Nagar,eBike,Success,2539,4.1
CNR1294235390,Electronic City,Prime Plus,Success,319,4.3
CNR8281194368,Rajarajeshwari Nagar,Prime Plus,Success,151,3.4
CNR8977212091,Varthur,Prime SUV,Success,100,3.1
CNR7751130430,Basavanagudi,Bike,Success,436,3.1
CNR3615678099,Devanahalli,eBike,Success,320,4.2
CNR3502103351,MG Road,Prime Plus,Success,406,3.9
CNR5324553633,Magadi Road,Auto,Success,176,4.7
CNR4632456287,Malleshwaram,Bike,Success,115,4.6
CNR2588709950,Rajarajeshwari Nagar,Auto,Driver Not Found,2030,
CNR8110872267,Koramangala,eBike,Canceled by Customer,129,
CNR6893615742,Hosur Road,Mini,Success,544,3.2
CNR8858330637,Kammanahalli,Prime Plus,Success,382,4.2
CNR1963031493,Sarjapur Road,Bike,Success,989,4.2
CNR6975670823,Peenya,Mini,Success,223,3.1
CNR4736699588,Devanahalli,Bike,Success,370,4.2
CNR3560891433,Kengeri,Auto,Canceled by Driver,126,
CNR8528812909,BTM Layout,Prime Sedan,Canceled by Driver,421,
CNR5435713377,Mysore Road,Auto,Success,331,3.3
CNR9396301531,Vijayanagar,Prime Sedan,Success,2045,4.4
CNR3528296247,Bellandur,Prime SUV,Canceled by Driver,137,
CNR5438166735,Kammanahalli,eBike,Canceled by Driver,291,
CNR9742714083,KR Puram,Prime Sedan,Success,114,3.7
CNR1057013754,Rajajinagar,Prime Sedan,Success,235,3.4
CNR7136357922,RT Nagar,Prime SUV,Success,841,4.1
CNR4698795814,Kengeri,Bike,Canceled by Driver,234,
CNR3824051850,Bellandur,Auto,Success,260,4.6
CNR7916029654,JP Nagar,Mini,Success,108,4.7
CNR5213398061,RT Nagar,Mini,Canceled by Customer,325,
CNR7247939071,Majestic,Auto,Success,450,4.8
CNR6862109847,Shantinagar,Auto,Success,473,4.4
CNR3233586518,Yeshwanthpur,Auto,Success,473,4.3
CNR7092001663,Vijayanagar,Bike,Success,406,4.2
CNR5681698935,Chickpet,Prime Sedan,Success,333,3.2
CNR4361791422,Jayanagar,Prime Sedan,Canceled by Driver,208,
CNR9555056482,Jayanagar,Auto,Success,379,4.4
CNR4401200595,Marathahalli,Prime Sedan,Driver Not Found,144,
CNR6534798447,Malleshwaram,Prime Plus,Canceled by Customer,237,
CNR2665603087,Nagarbhavi,Prime SUV,Canceled by Driver,140,
CNR5492110790,Bellandur,Bike,Success,110,4.4
CNR1617651922,Marathahalli,Prime SUV,Canceled by Customer,698,
CNR3746214923,Hosur Road,Prime Plus,Success,387,3.6
CNR4882282529,Kammanahalli,Prime Sedan,Success,184,3.3
CNR7130471941,Vijayanagar,Mini,Canceled by Driver,137,
CNR3683725013,Sarjapur Road,eBike,Success,856,3.6
CNR7464321848,JP Nagar,Mini,Driver Not Found,250,
CNR1605460827,Varthur,Prime Sedan,Success,233,4.3
CNR9282510502,Basavanagudi,Prime SUV,Success,147,3.3
CNR4368011182,Rajarajeshwari Nagar,eBike,Success,162,3.5
CNR8106679360,Sahakar Nagar,eBike,Success,273,4.1
CNR3886928255,Langford Town,Prime SUV,Success,997,3.3
CNR1379649301,Tumkur Road,Prime Plus,Driver Not Found,231,
CNR9145266289,Padmanabhanagar,Prime Sedan,Canceled by Driver,189,
CNR8793787845,Majestic,Auto,Success,470,3.4
CNR5765993112,Yeshwanthpur,Prime SUV,Canceled by Driver,414,
CNR2914726642,Peenya,Mini,Success,2104,3.7
CNR3812484819,Tumkur Road,eBike,Success,106,4.8
CNR1958272862,Ulsoor,eBike,Success,432,4.4
CNR7532706453,Electronic City,Auto,Success,169,3.0
CNR9817963765,Basavanagudi,Bike,Success,460,3.1
CNR4143109495,Tumkur Road,Prime Plus,Canceled by Driver,517,
CNR7697812830,Tumkur Road,Prime SUV,Driver Not Found,2513,
CNR4148843448,Magadi Road,Prime Sedan,Success,491,3.7
CNR5019659450,KR Puram,eBike,Success,886,3.2
CNR6082721960,BTM Layout,Bike,Success,272,3.2
CNR5959867123,Marathahalli,Prime Plus,Success,137,4.4
CNR9360946889,Langford Town,Auto,Success,499,4.9
CNR3952852384,RT Nagar,Prime Plus,Success,110,4.5
CNR5085108843,Hosur Road,Prime Sedan,Canceled by Driver,2402,
CNR4908544156,Kammanahalli,eBike,Success,486,5.0
CNR6056321360,Richmond Town,Prime Plus,Success,306,4.9
CNR4329771695,Vijayanagar,Prime Sedan,Driver Not Found,652,
CNR9930538428,Padmanabhanagar,Mini,Success,141,3.6
CNR8424574437,Jayanagar,Prime Plus,Driver Not Found,469,
CNR8022312226,Sarjapur Road,Auto,Success,799,4.9
CNR7313763161,Kadugodi,Auto,Success,262,4.2
CNR4395523964,Banashankari,Prime Sedan,Success,403,3.6
CNR5773726310,Cox Town,Bike,Success,255,4.7
CNR5517189334,Richmond Town,Prime Plus,Driver Not Found,2138,
CNR6378667258,Sarjapur Road,eBike,Success,480,3.2
CNR6331212250,RT Nagar,Auto,Success,244,4.5
CNR5093571240,Peenya,Mini,Canceled by Driver,226,
CNR3158797013,Magadi Road,Prime Sedan,Canceled by Customer,462,
CNR3917243487,Yeshwanthpur,Prime Sedan,Success,992,3.0
CNR9215003966,Peenya,eBike,Success,147,4.7
CNR7227915730,Shantinagar,Prime SUV,Success,633,4.8
CNR6487549639,Kadugodi,Mini,Success,129,4.3
CNR1296485264,Devanahalli,Prime Sedan,Success,276,4.2
CNR4299821490,Kadugodi,Prime Sedan,Success,297,4.4
CNR7971829473,Padmanabhanagar,Prime Sedan,Success,2014,4.1
CNR3608845042,RT Nagar,Prime Sedan,Canceled by Driver,428,
CNR1930447587,Majestic,Mini,Success,721,4.3
CNR1042445067,Basavanagudi,Prime SUV,Success,389,5.0
CNR2297378707,Varthur,Auto,Success,520,4.8
CNR8803486403,Hebbal,Prime Plus,Success,207,4.9
CNR7258392663,Hulimavu,Auto,Canceled by Customer,335,
CNR4257086492,RT Nagar,Auto,Success,484,4.7
CNR9957206586,Bellandur,Auto,Canceled by Driver,235,
CNR5631335074,Langford Town,Auto,Canceled by Driver,166,
CNR5458231492,Bannerghatta Road,Auto,Success,148,4.9
CNR7330668307,Cox Town,Prime Sedan,Success,2361,4.9
CNR7102280386,Kengeri,Bike,Driver Not Found,169,
CNR4189619445,Cox Town,Mini,Success,953,4.1
CNR6505643195,Hebbal,Prime Plus,Canceled by Driver,591,
CNR2624590174,Kengeri,Prime Plus,Success,916,3.2
CNR4824420519,Hennur,eBike,Success,478,4.7
CNR3216559394,Tumkur Road,Auto,Canceled by Driver,787,
CNR1566702832,Majestic,Mini,Success,393,3.0
CNR5759608134,Yeshwanthpur,Bike,Driver Not Found,409,
CNR6703342137,Bellandur,eBike,Success,324,3.4
CNR7459725708,Sahakar Nagar,eBike,Canceled by Driver,424,
CNR6726400210,Hulimavu,Prime Sedan,Canceled by Driver,191,
CNR6935329460,Kadugodi,Mini,Canceled by Driver,332,
CNR1253598598,Basavanagudi,Prime Plus,Success,866,3.3
CNR4322250740,Chickpet,Bike,Canceled by Driver,258,
CNR6929187387,Rajajinagar,Prime Plus,Canceled by Driver,102,
CNR4290606976,Indiranagar,eBike,Canceled by Customer,479,
CNR3065230825,Mysore Road,eBike,Success,207,3.4
CNR8716583052,Cox Town,eBike,Canceled by Driver,162,
CNR8333438190,Koramangala,eBike,Driver Not Found,845,
CNR3333295299,Rajarajeshwari Nagar,Prime Sedan,Success,272,4.4
CNR3696976811,JP Nagar,eBike,Canceled by Driver,123,
CNR1424944496,MG Road,eBike,Success,472,3.3
CNR1654257808,Majestic,Prime Plus,Success,186,4.8
CNR7294090177,Ramamurthy Nagar,Prime SUV,Success,281,3.2
CNR1474175210,Hebbal,Mini,Success,115,4.3
CNR4791738650,Tumkur Road,Bike,Canceled by Driver,344,
CNR1757099092,Tumkur Road,eBike,Success,285,4.1
CNR9753041963,Kengeri,Prime SUV,Success,429,3.8
CNR3376070331,Chickpet,Prime Sedan,Canceled by Driver,221,
CNR6283590203,BTM Layout,eBike,Canceled by Driver,383,
CNR2302580893,Marathahalli,Prime SUV,Canceled by Driver,849,
CNR3277875571,Langford Town,Prime SUV,Canceled by Driver,208,
CNR7821907073,Jayanagar,Bike,Canceled by Driver,1406,
CNR1190699459,Tumkur Road,Prime Plus,Canceled by Customer,2096,
CNR4257028680,Frazer Town,Mini,Driver Not Found,453,
CNR3313935768,Sarjapur Road,Bike,Success,786,3.5
CNR9950194787,RT Nagar,eBike,Success,673,4.3
CNR7052453671,Magadi Road,Prime Plus,Canceled by Driver,254,
CNR7715629085,BTM Layout,Prime Plus,Success,201,3.4
CNR4433932509,Chickpet,eBike,Canceled by Driver,108,
CNR8946551669,Magadi Road,Prime Sedan,Success,311,3.0
CNR4148656933,Bannerghatta Road,Mini,Canceled by Driver,235,
CNR1430250694,Hennur,Auto,Success,756,4.3
CNR5190179785,Tumkur Road,eBike,Driver Not Found,404,
CNR8758896374,Vijayanagar,eBike,Success,730,4.7
CNR1009482583,Jayanagar,Prime SUV,Success,1865,3.0
CNR3019441798,Shivajinagar,Prime SUV,Success,372,3.3
CNR9178683961,KR Puram,eBike,Success,338,4.4
CNR6676941921,Jayanagar,Bike,Success,364,4.4
CNR8175455511,Marathahalli,Mini,Success,878,4.2
CNR6296621765,Banashankari,Prime Sedan,Canceled by Driver,252,
CNR8174686716,Hennur,Prime Plus,Success,622,3.4
CNR9613701240,Kammanahalli,Mini,Canceled by Driver,305,
CNR8807134653,Electronic City,Mini,Success,499,3.4
CNR7877582832,Devanahalli,Prime Sedan,Success,267,3.4
CNR8740488114,Shantinagar,Prime Sedan,Success,424,4.7
CNR8328305899,Hosur Road,Mini,Success,451,3.9
CNR8158730599,Peenya,Prime SUV,Success,735,3.3
CNR9290211189,Kengeri,Mini,Success,236,3.7
CNR5376393577,Malleshwaram,eBike,Success,209,3.7
CNR2565679826,Sarjapur Road,Prime Plus,Success,832,4.4
CNR6262741032,Frazer Town,Prime Sedan,Success,273,4.0
CNR9301227435,Indiranagar,Mini,Success,414,4.4
CNR4533916776,Malleshwaram,Bike,Success,339,4.9
CNR2871677710,Ulsoor,Prime Sedan,Success,364,4.7
CNR6288561715,Kadugodi,Prime Plus,Success,335,4.6
CNR1297265890,Rajajinagar,Bike,Success,289,3.7
CNR2731361557,Yeshwanthpur,eBike,Canceled by Customer,383,
CNR1993391082,Devanahalli,eBike,Success,496,3.2
CNR1191530715,Ramamurthy Nagar,Bike,Canceled by Driver,315,
CNR2391025559,Kadugodi,Auto,Success,172,4.7
